,sentiment,text
136,1, the priority for was to strengthen the company s balance sheet and increase cash flow ceo hannu krook said 
137,1, the purchase of the operations is part of yit s strategy to expand its offering of building system services geographically 
138,1, october finnish fishing tackle company rapala vmc corp hel rap v said today its net profit rose to eur m for the first nine months of from eur m for the same period a year earlier 
139,0,a structures bim building information modeling software from tekla a modelbased software provider has been adopted for the construction management and delivery of a university project in abu dhabi 
140,1,according to finnish metso minerals the value of the company s orders has gone up to eur bn in months 
141,1,finnish aldata solution has signed a contract of supply its gold system to two french retail chains 
142,1,finnish bank of land reports its operating profit rose to eur mn in the second quarter of from eur mn in the corresponding period in 
143,1,finnish financial group aktia s operating profit for increased to eur mn from eur mn in 
144,1,finnish forest machinery manufacturer ponsse s net sales grew to eur mn in the first quarter of from eur mn in the corresponding period in 
145,1,finnish kci konecranes has raised its net sales growth estimate for from over to over 
146,1,finnish okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and norwegian solar wafer company norsun have signed a contract under which okmetic will supply norsun mono silicon crystals for use in solar cell manufacturing 
147,1,finnish pharmaceuticals company orion s net sales rose to eur mn in the first quarter of from eur mn in the first quarter of 
148,1,finnish ponsse has signed an agreement with babcock africa for the distribution and support of ponsse forest machines harvester heads and information systems in south africa 
149,1,south african sappi will become the largest foreign forest industry company operating in finland as a result of the acquisition finnish mreal corporation s graphic papers business unit 
150,1,according to deputy md pekka silvennoinen the aim is double turnover over the next three years 
151,1,according to hkscan finland the plan is to increase jærvisuomen portti s net sales to eur mn to eur mn 
152,1,advertising and circulation revenues grew by and by respectively 
153,1,after the takeover cramo will become the second largest rental services provider in the latvian market 
154,1,again the most significant sales increase of was in russia 
155,1,alma media expects its net sales to increase as forecast previously 
156,1,also lemminkæinen s profit for accounting period went up to eur mn from eur mn a year ago 
157,1,at the end of march the group s order book was at eur mn up from the corresponding period in 
158,1,at the same time profit of the company increased by in h and reached ls 
159,0,aviation systems maintenance is based in kansas and generated net sales of usd million for 
160,1,besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment paavel said 
161,1,both operating profit and net sales for the month period increased respectively from eur m and eur m as compared to the financial year 
162,1,both operating profit and net sales for the month period increased respectively from eur m and eur m as compared to the financial year 
163,1,both operating profit and net sales for the month period increased respectively from eur m and eur m as compared to 
164,1,both operating profit and net sales for the month period increased respectively from eur m and eur m as compared to 
165,1,both operating profit and net sales for the ninemonth period increased respectively by and as compared to the corresponding period in 
166,1,both operating profit and net sales for the sixmonth period increased respectively from eur m and eur m as compared to the corresponding period in 
167,1,both operating profit and net sales for the sixmonth period increased respectively from eur m and eur m as compared to the corresponding period in 
168,1,both operating profit and net sales for the sixmonth period increased respectively from eur m and eur m as compared to the corresponding period in 
169,1,both operating profit and net sales for the sixmonth period increased respectively from eur m and eur m as compared to the corresponding period in 
170,1,both operating profit and net sales for the threemonth period increased respectively from eur m and eur m as compared to the corresponding period in 
171,1,both operating profit and net sales for the threemonth period increased respectively from eur m and eur m as compared to the corresponding quarter in 
172,1,both operating profit and sales for the threemonth period increased respectively from eur m and eur m as compared to the corresponding period in 
173,1,both operating profit and turnover for the ninemonth period increased respectively from eur m and eur m as compared to the corresponding period a year ago 
174,1,both operating profit and turnover for the sixmonth period increased respectively from eur m and eur m as compared to the corresponding period in 
175,1,both operating profit and turnover for the sixmonth period increased respectively from eur m and eur m as compared to the corresponding period a year ago 
176,1,cargo volume grew by 
177,1,cargo volume increased by approximately 
178,1,comparable operating profit totaled eur mn up from eur mn in 
179,1,digia said its consolidated net sales for januaryjune were eur m up on the same period in eur m 
180,1,diluted earnings per share eps rose to eur from eur 
181,1,diluted earnings per share eps rose to eur versus eur 
182,1,diluted earnings per share eps rose to eur from eur 
183,1,diluted earnings per share eps rose to eur from eur 
184,1,diluted eps rose to eur from eur 
185,1,ebit margin was up from to 
186,0,editor s note grimaldi generated a bln euro bln turnover in ansa reported on may 
187,1,eps for the quarter was eur as compared with eur in the third quarter of representing a group net sales for the third quarter were eur m up by as compared with eur m in the third quarter of 
188,1,eps from continuing operations came in at eur up from 
189,1,equity ratio was compared to in the third quarter of net sales of the frozen foods business totaled eur up by about from the third quarter of 
190,1,eur in q may finnish textile and clothing design company marimekko oyj hel mmo v said today its net profit rose to eur in the first quarter of from eur in the corresponding period a year earlier 
191,1,finlandbased elcoteq se a privately held provider of electronics manufacturing services to communications companies said thursday it signed a longterm manufacturing supply deal with communications equipment company andrew corp 
192,1,finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today its net profit rose to eur million usd m in the third quarter of from eur million a year earlier 
193,1,finnish department store chain stockmann oyj abp net profit rose to mln euro mln for the first nine months of from mln euro mln for the same period of 
194,1,finnish lifting equipment maker konecranes oyj said on july that its net profit rose to mln euro mln for the first half of from mln euro mln for the same period of 
195,1,finnish messaging solutions developer tecnomen corporation omx helsinki tem v said on thursday december that it has received an expansion order for its convergent charging solution in latin america 
196,1,finnish metal industry solutions supplier outotec oyj net profit rose to mln euro mln for the first nine months of from mln euro mln for the same period of 
197,1,finnish metal products company componenta oyj net profit rose to mln euro mln for the first quarter of from mln euro mln for the same period of 
198,1,finnish office supplies and computer accessories dealer belttongroup plc said its net profit rose to mln euro mln in from mln euro mln in 
199,1,finnish security and privacy software solutions developer stonesoft oyj said on january that the preliminary sales of its stonegate products grew by pct yearonyear to mln euro mln for the fourth quarter of 
200,1,finnish silicon wafer technology company okmetic oyj omx helsinki okm v reported on thursday august an operating profit of eur m for the period januaryjune up from eur m in the corresponding period in 
201,1,finnish software developer done solutions oyj said its net profit increased to mln euro mln in from mln euro mln in 
202,1,first quarter underlying operating profit rose to mln eur from mln a year earlier 
203,1,following the acquisition relacom will strengthen its presence in finland serving operators and office market with mobile and fixed networks construction installation and maintenance services 
204,1,for the first nine months of the company s net profit rose to eur m from eur m for the corresponding period of 
205,1,helsinki afx retail and wholesale group kesko reported net sales of mln eur for february an increase of pct yearonyear 
206,1,however net sales in are seen to have grown to eur m from eur m in 
207,1,however sales returned to growth in apriljune ceo pekka eloholma said 
208,1,ragutis which is controlled by the finnish brewery reported a percent rise in beer sales to million litres and held an percent market share 
209,1,svyturysutenos alus which is controlled by the nordic group baltic beverages holding bbh posted a percent growth in beer sales for januarymay to million litres 
210,0,in contempus generated revenue of nok approx 
211,1,in addition kone signed a twoyear maintenance contract for the escalators 
212,1,in december alone the members of the lithuanian brewers association sold a total of million liters of beer an increase of percent from the sales of million liters in december 
213,1,in januaryseptember the group s net interest income increased to eur mn from eur mn in januaryseptember 
214,1,in q of bank of land s net interest income increased from eur mn to eur mn 
215,1,in sweden operating profit for the period under review totaled eur mn up from the corresponding period in 
216,1,in the fourth quarter of orion s net profit went up by yearonyear to eur m 
217,1,in the second quarter of the group s net profit rose to eur million from eur million in apriljune 
218,1,in the second quarter of the group s net profit rose to eur m from eur m in apriljune 
219,1,in the third quarter net sales increased by yearonyear to eur million or by at comparable currency rates growth 
220,1,in the third quarter net sales increased by yearonyear to eur m or by at comparable currency rates growth 
221,0,incap estimates it will generate a revenue of mln euro mln from its indian operations for 
222,1,its market share widened to percent from percent a year earlier 
223,0,its total annual revenue comes up to about mln zloty mln mln euro 
224,1,kesko agro eesti the retailer and wholesaler of grain agricultural and warehousing machinery and accessories had net sales of million euros in an increase by onetenth over the preceding year 
225,1,kesko s car import and retailing business vvauto saw sales grow by pct 
226,1,kone s net sales rose by some yearonyear in the first nine months of 
227,1, adp news feb finnish management software solutions provider ixonos oyj hel xns v said today its net profit rose to eur million usd m for from eur million for 
228,1, adp news feb finnish it solutions provider affecto oyj hel afe v said today its net profit rose to eur million usd m in from eur million in 
229,1, adp news feb finnish fishing tackle company rapala vmc corp hel rap v said today its net profit rose to eur million usd m for from eur million for 
230,1, adp news nov finnish electronic measurement products and solutions maker vaisala oyj omx vaias said today that its net profit rose to eur million usd m for the first nine months of from eur 
231,1, adp news oct finnish lifting equipment maker konecranes oyj omx kcr v said today that its net profit rose to eur million usd m in the first nine months of from eur million for the s
232,1,metso expects its net sales to increase by about in at comparable exchange rates 
233,0,mreal generated a turnover of eur bn in and has employees 
234,1,neste oil corp has signed longterm procurement contracts with honkajoki oy and findest protein oy both owned by finnish food manufacturers for the supply of animal fat for biodiesel production at neste s bcd porvoo finland refinery 
235,1,net interest income increased by to eur mn from eur mn in 
236,1,net interest income was eur mn up from eur mn in 
237,1,net interest income was eur mn up from eur mn 
238,1,net sales of the vegetable oil business rose to eur mn from eur mn 
239,1,nokia multimedia s net sales totaled eur bn up from the corresponding period in 
240,1,operating income rose to eur mn from eur mn in 
241,1,operating profit of kauppalehti group rose to eur mn from eur mn and that of marketplaces to eur mn from eur mn in the third quarter of 
242,1,operating profit rose from eur mn to eur mn 
243,1,operating profit rose to mln eur from mln 
244,1,operating profit rose to eur mn from eur mn in the corresponding period in 
245,1,operating profit rose to eur mn from eur in the corresponding period in 
246,1,operating profit rose to eur mn from eur mn in the corresponding period in 
247,1,operating profit rose to eur mn from eur mn in the corresponding period in 
248,1,operating profit rose to eur mn from eur mn in 
249,1,operating profit rose to eur mn from eur mn in the corresponding period in 
250,1,operating profit rose to eur mn from eur mn 
251,1,operating profit rose to eur mn from eur mn 
252,1,operating profit rose to eur mn from eur mn in the corresponding period in 
253,1,operating profit rose to eur m from eur m year earlier 
254,1,operating profit surged to eur m from eur 
255,1,operating profit totaled eur mn up slightly from eur mn in the corresponding period in 
256,1,operating profit totaled eur mn up from eur mn 
257,1,operating profit was eur mn up from eur mn 
258,1,operating profit was eur mn up from eur mn 
259,1,order intake grew by yearonyear and yearonyear respectively to eur million and eur billion for the respective januaryseptember and julyseptember periods 
260,1,orders received grew by yearonyear to eur m 
261,1,orion pharma s operating profit increased by from 
262,1,passenger volumes rose by in the accounting period 
263,1,passengerrelated revenue rose by to eur mn from eur mn in 
264,1,press release october ruukki has signed a contract to deliver and install the steel structures for a bridge over the kyronsalmi strait in savonlinna finland 
265,1,pretax profit rose to eur mn from eur mn in the corresponding period in 
266,1,pretax profit rose to eur mn from eur in the corresponding period in 
267,1,pretax profit rose to eur mn from eur mn in 
268,1,pretax profit totaled eur mn up from eur mn 
269,1,previously the company had guided for ebit and sales growth of pct and pct respectively for this year 
270,1,previously the company has estimated its operating profit to reach the level of only 
271,1,profit for the period totaled eur mn up from eur mn in the corresponding period in 
272,1,profit for the period was eur mn up from eur mn 
273,1,profit for the period was eur mn up from eur mn in 
274,1,revenue grew percent to x ac billion us billion 
275,1,revenue in july to september grew percent to euro million from a year earlier the company said thursday 
276,1,revenues at the same time grew percent to million euros 
277,1,ruukki has signed a contract to deliver and install the steel structures for a bridge over the kyronsalmi strait in savonlinna finland 
278,1,sales in latin america increased by to eur mn and a total of mn mobile devices were sold in the area representing an increase of from the corresponding period in 
279,1,sales of clothing developed best 
280,1,sanoma magazines finland s net sales grew to eur mn from eur mn 
281,1,satama s net profit for the third quarter of rose to euro from euro for the same period of 
282,1,section regional news the demand in finnair s asian traffic measured in passenger kilometers was up in august compare to last year 
283,1,svyturysutenos alus which is controlled by the nordic group baltic beverages holding bbh posted a percent growth in beer sales for januaryseptember to million liters 
284,1,that would be an increase from estimated sales of million last year 
285,1,the agreement expands tekla structures scope of use to bridge design 
286,1,the aim is to increase sales by at least one fifth in 
287,1,the chain posted sales of million euros for full a rise of percent yearonyear 
288,1,the company expects its net sales in to increase from 
289,1,the company expects its net sales in the first half of to reach the previous year s level 
290,1,the company is in the process of building a new fleet and has placed orders for pmax tankers of dwt 
291,1,the company s operating income ebit totalled eur mn up from eur mn yearonyear 
292,1,the eps outlook was increased by pct for and pct for 
293,1,the fair value of the investment properties totaled eur mn up from eur mn in 
294,1,the finnish government announced wednesday that it sold a percent stake in chemicals and fertilizer group kemira oyj for x ac million us million sending the company s share price up percent 
295,0,the firm generated sales of mln eur in 
296,1,the german company has also signed a code share agreement with another oneworld member american airlines inc part of usbased amr corp nyse amr 
297,1,the helsinkibased company which also owns the salomon atomic and suunto brands said net profit rose percent in the three months through dec to x ac million us million from x ac million a year earlier 
298,1,the increase in capital stock has been registered in the finnish trade register on november 
299,1,the operating profit for grain trading increased to eur mn from eur mn in 
300,1,the stock rose for a second day on wednesday bringing its twoday rise to gbx or 
301,1,the stock rose for a third day on tuesday bringing its threeday rise to gbx or 
302,1,the transaction is in line with aspo s strategy to expand in the baltic sea region and in the eastern markets 
303,1,the transactions would increase earnings per share in the first quarter by some eur 
304,1,there has been some recovery of the base metals prices and increased demand for metals in china however 
305,1,this new representation extends comptel s global presence to a total of countries serving over customers in over countries worldwide 
306,1,tietoenator itself uses nokia s intellisync mobile suite s wireless email calendar and device management capabilities and the company will now extend these services to its customers 
307,1,total operating revenue grew by yearonyear to eur m 
308,1,vacon s cash flow from operations grew to eur mn from eur mn a year ago 
309,0,vacon will supply drives to ruselprom in the power range from kw up to mw 
310,1,we also strengthen our existing partnership with cybercom says teleste cto esko myllyla 
311,1,via the satlan acquisition teleste plans to further expand its market presence as a video services partner for cable operators broadcasters and iptv service providers 
312,1,with the acquisition the company will expand its offering to north central and south america it said 
313,1,with the extension of the new contract for a further eight engines the plant will now produce over mw it said 
314,1,yit says the acquisition is a part of its strategy for expansion in central and eastern european markets 
315,1, basware s product sales grew strongly in the financial period by percent 
316,1, the second quarter of was the firstquarter with growth in net sales since the third quarter of said magnus rosen ramirent ceo 
317,1, the transaction strengthens our position in design and branded goods said fiskars president and ceo heikki allonen pointing out that the two groups have relatively few overlapping operations 
318,1, february finnish textile and clothing company marimekko oyj hel mmo v said today its preliminary operating profit grew to eur m in from eur m in 
319,0,finnish componenta has published its new longterm strategy for the period with the aim of growing together with its customers 
320,1,finnish larox has signed a contract with the talvivaara project for the delivery of filters to the talvivaara nickel mine in sotkamo in finland 
321,1,affecto expects its net sales for the whole to increase from the level when they reached eur million 
322,1,cash flow from operations rose to eur mn from eur mn in 
323,1,commission income rose by to eur mn from eur mn in 
324,1,componenta s objective with this agreement is to increase business on its existing production lines 
325,1,earnings per share for januaryjune were eur an increase of yearonyear eur 
326,1,earnings per share eps rose to eur from eur 
327,1,elisa said mobile subscriptions grew percent during mainly because of customers adopting socalled third generation mobile technology 
328,1,eps for the quarter came in at eur up from eur a year ago and ahead of forecast of eur 
329,1,eps grew to eur from eur 
330,1,exports grew percent to million liters 
331,1,finnish investment group panostaja oyj said its net profit went up to mln euro mln in fiscal ended october from mln euro mln in the same period of fiscal 
332,1,finnish metal components supplier componenta oyj said its net profit went up to mln euro mln in from mln euro mln in 
333,1,finnish silicon wafer technology company okmetic oyj omx helsinki okm v reported on thursday october an operating profit of eur m for januaryseptember up from eur m in the corresponding period in 
334,1,fiskars brands report net sales of eur mn up from eur mn 
335,1,geosentric oyj s geosolutions business unit gypsii the mobile digital lifestyle application and geomobility social networking platform has signed an agreement with nanjing mynet to make the gypsii mobile social networking platform available to customers of china mobile 
336,1,helsinki afx outokumpu technology said it has signed a mln eur agreement with mongolia s erdenet mining corporation for the engineering of the first hydrocopper plant to be built at the erdenet mine site 
337,1,however the proportion of the paid standing orders grew in 
338,1,in addition to the demand in finland the export of lining stone products also increased 
339,1,in januaryseptember the group s net sales from continuing operations rose to eur mn from eur mn in the corresponding period in 
340,1,in julyseptember yit s net sales increased to eur mn compared to eur mn in the corresponding period in 
341,1,in the reporting period net sales rose by yearonyear to eur m due to the business acquisitions realized during the first half of the effect of which was eur m in the review period 
342,1,in the reporting period the company s operating profit grew by to eur million 
343,1,last year s net sales rose to eur million from eur million 
